gatId,gatIdGr,street,houseNo,eldership,place,longitude,latitude,fullAddress,geometry,traffic_noise,railway_noise,airport_noise,heating_score
30987,913,J. Degutytės g.,10,Verkiai,Vilnius,25.24267,54.74609,J. Degutytės g. 10,POINT (25.24267 54.74609),0-34,0-34,0-34,
21918,61,Birbynių g.,34,Rasos,Vilnius,25.30792,54.66122,Birbynių g. 34,POINT (25.30792 54.66122),55-59,45-49,65-69,
49946,1669,Punto g.,4,Verkiai,Vilnius,25.25747,54.74388,Punto g. 4,POINT (25.25747 54.74388),50-54,0-34,0-34,
22054,201,Juodšilių g.,3,Paneriai,Vilnius,25.17747,54.62824,Juodšilių g. 3,POINT (25.17747 54.62824),45-49,55-59,0-34,
50668,1877,Pagubės Sodų 10-oji g.,179,Verkiai,Vilnius,25.31756,54.80167,Pagubės Sodų 10-oji g. 179,POINT (25.31756 54.80167),0-34,0-34,40-44,
59926,2587,Uosių Sodų 22-oji g.,33,Naujoji Vilnia,Vilnius,25.38528,54.70253,Uosių Sodų 22-oji g. 33,POINT (25.38528 54.70253),40-44,45-49,35-39,
22459,626,Vitebsko g.,9,Senamiestis,Vilnius,25.30288,54.67344,Vitebsko g. 9,POINT (25.30288 54.67344),50-54,45-49,55-59,0.0
24569,528,Kovo 11-osios g. (Grigiškės),21,Grigiškės,Grigiškės,25.08987,54.67106,Kovo 11-osios g. 21,POINT (25.08987 54.67106),55-59,35-39,35-39,0.0
30992,918,V. Mačernio g.,10,Verkiai,Vilnius,25.24469,54.74496,V. Mačernio g. 10,POINT (25.24469 54.74496),0-34,0-34,0-34,
22512,681,Žalioji g.,17,Žvėrynas,Vilnius,25.24369,54.69734,Žalioji g. 17,POINT (25.24369 54.69734),50-54,0-34,0-34,
22243,398,Paribio g.,31,Žvėrynas,Vilnius,25.24868,54.70156,Paribio g. 31,POINT (25.24868 54.70156),45-49,0-34,0-34,0.0
22328,487,Savanorių pr.,15A,Naujamiestis,Vilnius,25.25172,54.67605,Savanorių pr. 15A,POINT (25.25172 54.67605),65-69,0-34,0-34,
50288,1764,Babinių Sodų 12-oji g.,28,Verkiai,Vilnius,25.35021,54.76771,Babinių Sodų 12-oji g. 28,POINT (25.35021 54.76771),0-34,0-34,40-44,
22524,694,Žirmūnų g.,30A,Žirmūnai,Vilnius,25.30053,54.70181,Žirmūnų g. 30A,POINT (25.30053 54.70181),40-44,0-34,40-44,6.0
24694,741,Aitvarų g.,17,Verkiai,Vilnius,25.35842,54.78246,Aitvarų g. 17,POINT (25.35842 54.78246),0-34,0-34,40-44,
49970,1681,Balsių Sodų 8-oji g.,29,Verkiai,Vilnius,25.34875,54.79052,Balsių Sodų 8-oji g. 29,POINT (25.34875 54.79052),0-34,0-34,40-44,
49208,2006,Kryžiokų Sodų 9-oji g.,157,Verkiai,Vilnius,25.36327,54.78302,Kryžiokų Sodų 9-oji g. 157,POINT (25.36327 54.78302),0-34,0-34,40-44,
22400,562,Tuskulėnų g.,16,Žirmūnai,Vilnius,25.29398,54.69629,Tuskulėnų g. 16,POINT (25.29398 54.69629),50-54,0-34,40-44,4.0
100250,2908,Smėlynės Sodų 5-oji g.,13,Antakalnis,Vilnius,25.35984,54.75998,Smėlynės Sodų 5-oji g. 13,POINT (25.35984 54.75998),45-49,0-34,45-49,
21949,93,Deltuvos g.,27,Šeškinė,Vilnius,25.25054,54.70699,Deltuvos g. 27,POINT (25.25054 54.70699),45-49,0-34,0-34,
49208,2006,Kryžiokų Sodų 9-oji g.,18,Verkiai,Vilnius,25.36314,54.7895,Kryžiokų Sodų 9-oji g. 18,POINT (25.36314 54.7895),0-34,0-34,40-44,
50094,1743,Bajorų Sodų 28-oji g.,1,Verkiai,Vilnius,25.24359,54.75934,Bajorų Sodų 28-oji g. 1,POINT (25.24359 54.75934),0-34,0-34,35-39,
53800,2491,Kelmijos Sodų 81-oji g.,27,Naujininkai,Vilnius,25.26827,54.6029,Kelmijos Sodų 81-oji g. 27,POINT (25.26827 54.6029),0-34,45-49,60-64,
22136,286,Liepkalnio g.,83,Naujininkai,Vilnius,25.30224,54.65059,Liepkalnio g. 83,POINT (25.30224 54.65059),70-74,35-39,65-69,0.0
22074,222,Karaimų g.,4,Žvėrynas,Vilnius,25.2554,54.68958,Karaimų g. 4,POINT (25.2554 54.68958),45-49,0-34,0-34,0.0
50050,1721,Bajorų Sodų 6-oji g.,24,Verkiai,Vilnius,25.24933,54.7574,Bajorų Sodų 6-oji g. 24,POINT (25.24933 54.7574),0-34,0-34,35-39,
24721,770,Meistrų g.,6,Naujininkai,Vilnius,25.2652,54.62976,Meistrų g. 6,POINT (25.2652 54.62976),45-49,35-39,45-49,
22405,568,Ūmėdžių g.,1,Vilkpėdė,Vilnius,25.20633,54.64166,Ūmėdžių g. 1,POINT (25.20633 54.64166),55-59,0-34,0-34,7.0
22375,536,Taikos g.,179,Justiniškės,Vilnius,25.21407,54.71386,Taikos g. 179,POINT (25.21407 54.71386),0-34,0-34,0-34,6.0
49208,2006,Kryžiokų Sodų 9-oji g.,34,Verkiai,Vilnius,25.36126,54.78885,Kryžiokų Sodų 9-oji g. 34,POINT (25.36126 54.78885),0-34,0-34,40-44,
22211,366,Naujakurių g.,29,Antakalnis,Vilnius,25.3262,54.71875,Naujakurių g. 29,POINT (25.3262 54.71875),45-49,0-34,45-49,
22318,477,Sakalų g.,3,Žvėrynas,Vilnius,25.25212,54.69551,Sakalų g. 3,POINT (25.25212 54.69551),50-54,0-34,0-34,
69170,2796,Padvarės g.,60,Verkiai,Vilnius,25.29381,54.79717,Padvarės g. 60,POINT (25.29381 54.79717),0-34,0-34,40-44,
22310,469,Rygos g.,12A,Justiniškės,Vilnius,25.21945,54.71722,Rygos g. 12A,POINT (25.21945 54.71722),60-64,0-34,0-34,
59760,2574,Žirgo Sodų 1-oji g.,11,Antakalnis,Vilnius,25.33537,54.71932,Žirgo Sodų 1-oji g. 11,POINT (25.33537 54.71932),35-39,0-34,50-54,
50068,1730,Bajorų Sodų 15-oji g.,6,Verkiai,Vilnius,25.25223,54.75924,Bajorų Sodų 15-oji g. 6,POINT (25.25223 54.75924),0-34,0-34,35-39,
21886,25,Anykščių g.,17,Šeškinė,Vilnius,25.25277,54.70707,Anykščių g. 17,POINT (25.25277 54.70707),60-64,0-34,0-34,
21878,17,Algirdo g.,61,Naujamiestis,Vilnius,25.27295,54.67154,Algirdo g. 61,POINT (25.27295 54.67154),55-59,35-39,35-39,
21970,114,Eišiškių pl.,119,Naujininkai,Vilnius,25.25487,54.63573,Eišiškių pl. 119,POINT (25.25487 54.63573),70-74,0-34,40-44,
60044,2612,Gurių Sodų 32-oji g.,22,Naujoji Vilnia,Vilnius,25.36699,54.65639,Gurių Sodų 32-oji g. 22,POINT (25.36699 54.65639),0-34,35-39,0-34,
22524,694,Žirmūnų g.,91,Žirmūnai,Vilnius,25.30674,54.72012,Žirmūnų g. 91,POINT (25.30674 54.72012),50-54,0-34,40-44,6.0
22011,157,Grikių g.,14,Naujoji Vilnia,Vilnius,25.43885,54.68801,Grikių g. 14,POINT (25.43885 54.68801),45-49,45-49,0-34,
22128,277,Latvių g.,26,Žvėrynas,Vilnius,25.24999,54.69473,Latvių g. 26,POINT (25.24999 54.69473),55-59,0-34,0-34,0.0
22296,455,Riešės g.,25,Verkiai,Vilnius,25.33609,54.7746,Riešės g. 25,POINT (25.33609 54.7746),0-34,0-34,40-44,
26652,2073,Vilkiškės g.,29,Paneriai,Vilnius,25.09623,54.62717,Vilkiškės g. 29,POINT (25.09623 54.62717),50-54,45-49,35-39,
21926,70,Briedžių g.,26,Naujoji Vilnia,Vilnius,25.4,54.70313,Briedžių g. 26,POINT (25.4 54.70313),0-34,35-39,0-34,
22509,678,D. Gerbutavičiaus g.,3,Karoliniškės,Vilnius,25.21243,54.69313,D. Gerbutavičiaus g. 3,POINT (25.21243 54.69313),50-54,0-34,0-34,7.0
60036,2608,Gurių Sodų 28-oji g.,20,Naujoji Vilnia,Vilnius,25.36234,54.65828,Gurių Sodų 28-oji g. 20,POINT (25.36234 54.65828),0-34,35-39,0-34,
22243,398,Paribio g.,33,Žvėrynas,Vilnius,25.24794,54.70126,Paribio g. 33,POINT (25.24794 54.70126),50-54,0-34,0-34,0.0
53460,2321,Salininkų Sodų 5-oji g.,27,Naujininkai,Vilnius,25.2807,54.62069,Salininkų Sodų 5-oji g. 27,POINT (25.2807 54.62069),0-34,35-39,65-69,
69172,2797,Pijų g.,24,Verkiai,Vilnius,25.29591,54.7946,Pijų g. 24,POINT (25.29591 54.7946),0-34,0-34,40-44,
21997,141,Gelvonų g.,19,Šeškinė,Vilnius,25.26139,54.71723,Gelvonų g. 19,POINT (25.26139 54.71723),50-54,0-34,0-34,9.0
22189,341,Mildos g.,40,Antakalnis,Vilnius,25.31964,54.6964,Mildos g. 40,POINT (25.31964 54.6964),35-39,0-34,50-54,
22486,654,Šešėlių g.,6,Paneriai,Vilnius,25.12694,54.63549,Šešėlių g. 6,POINT (25.12694 54.63549),50-54,55-59,35-39,
53300,2241,Mileišiškių Sodų 9-oji g.,2A,Antakalnis,Vilnius,25.34532,54.71653,Mileišiškių Sodų 9-oji g. 2A,POINT (25.34532 54.71653),0-34,0-34,50-54,
22375,536,Taikos g.,26,Justiniškės,Vilnius,25.22555,54.71949,Taikos g. 26,POINT (25.22555 54.71949),35-39,0-34,0-34,8.0
21923,67,Blindžių g.,5,Žvėrynas,Vilnius,25.2406,54.6974,Blindžių g. 5,POINT (25.2406 54.6974),55-59,0-34,0-34,4.0
24694,741,Aitvarų g.,3,Verkiai,Vilnius,25.35923,54.78096,Aitvarų g. 3,POINT (25.35923 54.78096),0-34,0-34,40-44,
50356,1798,Sakalaičių Sodų 9-oji g.,40,Naujininkai,Vilnius,25.26311,54.61922,Sakalaičių Sodų 9-oji g. 40,POINT (25.26311 54.61922),0-34,0-34,55-59,
22226,381,P. Žadeikos g.,1A,Fabijoniškės,Vilnius,25.23913,54.7306,P. Žadeikos g. 1A,POINT (25.23913 54.7306),70-74,0-34,0-34,
49956,1674,Balsių Sodų 1-oji g.,45,Verkiai,Vilnius,25.34595,54.78548,Balsių Sodų 1-oji g. 45,POINT (25.34595 54.78548),0-34,0-34,40-44,
53784,2483,Kelmijos Sodų 73-ioji g.,42,Naujininkai,Vilnius,25.26738,54.593,Kelmijos Sodų 73-ioji g. 42,POINT (25.26738 54.593),0-34,45-49,55-59,
22297,456,Rinktinės g.,51,Žirmūnai,Vilnius,25.28692,54.70115,Rinktinės g. 51,POINT (25.28692 54.70115),65-69,0-34,35-39,7.0
51598,1956,Vakarinė g.,86,Pašilaičiai,Vilnius,25.20637,54.72972,Vakarinė g. 86,POINT (25.20637 54.72972),35-39,0-34,0-34,
53814,2498,Žaliojo Kelio 2-oji g.,9,Naujininkai,Vilnius,25.23857,54.61771,Žaliojo Kelio 2-oji g. 9,POINT (25.23857 54.61771),55-59,40-44,40-44,
21894,35,Audronės g.,21,Naujoji Vilnia,Vilnius,25.39896,54.70285,Audronės g. 21,POINT (25.39896 54.70285),0-34,40-44,0-34,
22243,398,Paribio g.,15,Šeškinė,Vilnius,25.25374,54.70287,Paribio g. 15,POINT (25.25374 54.70287),55-59,0-34,0-34,
22175,327,Markučių g.,39,Rasos,Vilnius,25.31074,54.67343,Markučių g. 39,POINT (25.31074 54.67343),45-49,45-49,60-64,
22359,519,Strielčiukų g.,19,Naujoji Vilnia,Vilnius,25.39594,54.68453,Strielčiukų g. 19,POINT (25.39594 54.68453),40-44,45-49,0-34,0.0
22442,607,Verkių g.,140,Verkiai,Vilnius,25.34,54.75755,Verkių g. 140,POINT (25.34 54.75755),0-34,0-34,40-44,
60682,2644,Kelmijos Sodų 86-oji g.,10,Naujininkai,Vilnius,25.2735,54.60689,Kelmijos Sodų 86-oji g. 10,POINT (25.2735 54.60689),0-34,45-49,60-64,
21960,104,Dunojaus g.,27,Rasos,Vilnius,25.30794,54.66379,Dunojaus g. 27,POINT (25.30794 54.66379),55-59,50-54,65-69,
21984,128,Gailių g.,13,Antakalnis,Vilnius,25.4153,54.73104,Gailių g. 13,POINT (25.4153 54.73104),0-34,0-34,35-39,
22375,536,Taikos g.,100,Justiniškės,Vilnius,25.21463,54.71922,Taikos g. 100,POINT (25.21463 54.71922),0-34,0-34,0-34,7.0
21997,141,Gelvonų g.,49,Šeškinė,Vilnius,25.25865,54.71924,Gelvonų g. 49,POINT (25.25865 54.71924),55-59,0-34,0-34,7.0
61728,2656,Vėtrungių g.,69,Fabijoniškės,Vilnius,25.23219,54.7399,Vėtrungių g. 69,POINT (25.23219 54.7399),55-59,0-34,0-34,
24694,741,Aitvarų g.,56,Verkiai,Vilnius,25.35653,54.78572,Aitvarų g. 56,POINT (25.35653 54.78572),0-34,0-34,40-44,
22452,619,Viršuliškių g.,99,Viršuliškės,Vilnius,25.22983,54.70515,Viršuliškių g. 99,POINT (25.22983 54.70515),50-54,0-34,0-34,7.0
22415,579,P. Rimšos g.,8,Antakalnis,Vilnius,25.31617,54.70098,P. Rimšos g. 8,POINT (25.31617 54.70098),40-44,0-34,50-54,4.0
53350,2266,Rokantiškių Sodų 9-oji g.,9,Antakalnis,Vilnius,25.37698,54.70733,Rokantiškių Sodų 9-oji g. 9,POINT (25.37698 54.70733),0-34,0-34,40-44,
22398,560,Žaliųjų Ežerų g.,124,Verkiai,Vilnius,25.33461,54.77524,Žaliųjų Ežerų g. 124,POINT (25.33461 54.77524),0-34,0-34,40-44,
61780,2682,Tolimosios Sodų g.,54,Naujoji Vilnia,Vilnius,25.33955,54.66499,Tolimosios Sodų g. 54,POINT (25.33955 54.66499),0-34,45-49,40-44,
22440,605,Verbų g.,39,Naujoji Vilnia,Vilnius,25.45644,54.69125,Verbų g. 39,POINT (25.45644 54.69125),55-59,45-49,0-34,
22456,623,Vismaliukų g.,24,Antakalnis,Vilnius,25.41695,54.75099,Vismaliukų g. 24,POINT (25.41695 54.75099),0-34,0-34,40-44,
53376,2279,Rudausių Sodų 12-oji g.,8,Antakalnis,Vilnius,25.36442,54.76423,Rudausių Sodų 12-oji g. 8,POINT (25.36442 54.76423),45-49,0-34,45-49,
22269,427,Polocko g.,39,Senamiestis,Vilnius,25.30801,54.68201,Polocko g. 39,POINT (25.30801 54.68201),50-54,0-34,50-54,
61870,3765,Salų g.,13,Grigiškės,Vilnius,25.09108,54.66493,Salų g. 13,POINT (25.09108 54.66493),0-34,35-39,35-39,
22105,254,Kremplių g.,40,Verkiai,Vilnius,25.34453,54.7654,Kremplių g. 40,POINT (25.34453 54.7654),0-34,0-34,40-44,
22327,486,Saulėtekio al.,39A,Antakalnis,Vilnius,25.3443,54.72107,Saulėtekio al. 39A,POINT (25.3443 54.72107),0-34,0-34,50-54,0.0
31860,934,Palaukės g.,5,Naujoji Vilnia,Vilnius,25.40324,54.70095,Palaukės g. 5,POINT (25.40324 54.70095),0-34,40-44,0-34,
21979,123,Filaretų g.,50,Rasos,Vilnius,25.31564,54.68639,Filaretų g. 50,POINT (25.31564 54.68639),35-39,0-34,55-59,
22131,281,Lenkų g.,11,Naujininkai,Vilnius,25.2822,54.66481,Lenkų g. 11,POINT (25.2822 54.66481),40-44,35-39,40-44,0.0
22526,696,Žolyno g.,10,Antakalnis,Vilnius,25.31812,54.71193,Žolyno g. 10,POINT (25.31812 54.71193),35-39,0-34,45-49,6.0
22142,292,Linksmoji g.,63,Naujoji Vilnia,Vilnius,25.42814,54.68331,Linksmoji g. 63,POINT (25.42814 54.68331),0-34,35-39,0-34,7.0
21921,65,Bitininkų g.,4D,Verkiai,Vilnius,25.27181,54.74076,Bitininkų g. 4D,POINT (25.27181 54.74076),45-49,0-34,0-34,
67451,2786,Bajorų Sodų g.,34,Verkiai,Vilnius,25.2502,54.76165,Bajorų Sodų g. 34,POINT (25.2502 54.76165),0-34,0-34,35-39,
28810,866,Kaimelio g.,39,Fabijoniškės,Vilnius,25.24201,54.729,Kaimelio g. 39,POINT (25.24201 54.729),55-59,0-34,0-34,
53706,2444,Kelmijos Sodų 34-oji g.,94,Naujininkai,Vilnius,25.2537,54.59189,Kelmijos Sodų 34-oji g. 94,POINT (25.2537 54.59189),0-34,45-49,60-64,
60016,2598,Gurių Sodų 18-oji g.,12,Naujoji Vilnia,Vilnius,25.3524,54.65924,Gurių Sodų 18-oji g. 12,POINT (25.3524 54.65924),0-34,35-39,0-34,
50044,1718,Bajorų Sodų 3-ioji g.,4,Verkiai,Vilnius,25.24695,54.75601,Bajorų Sodų 3-ioji g. 4,POINT (25.24695 54.75601),0-34,0-34,35-39,
22366,526,Suvalkų g.,4,Naujamiestis,Vilnius,25.26614,54.68305,Suvalkų g. 4,POINT (25.26614 54.68305),50-54,0-34,0-34,10.0
50662,1874,Pagubės Sodų 7-oji g.,5,Verkiai,Vilnius,25.32079,54.80429,Pagubės Sodų 7-oji g. 5,POINT (25.32079 54.80429),0-34,0-34,40-44,
53826,2504,Viršupio Sodų 6-oji g.,19,Antakalnis,Vilnius,25.35759,54.71116,Viršupio Sodų 6-oji g. 19,POINT (25.35759 54.71116),0-34,0-34,50-54,
22200,355,Musninkų g.,24A,Šeškinė,Vilnius,25.23781,54.71682,Musninkų g. 24A,POINT (25.23781 54.71682),55-59,0-34,0-34,
48878,1596,Kalvarijų Sodų 7-oji g.,6,Verkiai,Vilnius,25.28091,54.73422,Kalvarijų Sodų 7-oji g. 6,POINT (25.28091 54.73422),50-54,0-34,0-34,
22439,604,Veprių g.,4,Šnipiškės,Vilnius,25.27516,54.69971,Veprių g. 4,POINT (25.27516 54.69971),55-59,0-34,0-34,
22343,503,Smalinės g.,25,Pilaitė,Vilnius,25.18793,54.70647,Smalinės g. 25,POINT (25.18793 54.70647),55-59,0-34,0-34,6.0
21884,23,Antakalnio g.,84,Antakalnis,Vilnius,25.31465,54.71214,Antakalnio g. 84,POINT (25.31465 54.71214),65-69,0-34,45-49,4.0
22107,256,Krokuvos g.,56,Šnipiškės,Vilnius,25.27179,54.70015,Krokuvos g. 56,POINT (25.27179 54.70015),55-59,0-34,0-34,
53726,2454,Kelmijos Sodų 44-oji g.,30,Naujininkai,Vilnius,25.25691,54.59852,Kelmijos Sodų 44-oji g. 30,POINT (25.25691 54.59852),0-34,45-49,60-64,
50754,1920,Krakiškių Sodų 18-oji g.,11,Verkiai,Vilnius,25.33902,54.79392,Krakiškių Sodų 18-oji g. 11,POINT (25.33902 54.79392),0-34,0-34,40-44,
24268,722,M. Šikšnio g.,78,Naujoji Vilnia,Vilnius,25.42174,54.71022,M. Šikšnio g. 78,POINT (25.42174 54.71022),0-34,0-34,0-34,
22415,579,P. Rimšos g.,16,Antakalnis,Vilnius,25.31823,54.70036,P. Rimšos g. 16,POINT (25.31823 54.70036),40-44,0-34,50-54,
22398,560,Žaliųjų Ežerų g.,126,Verkiai,Vilnius,25.33489,54.77541,Žaliųjų Ežerų g. 126,POINT (25.33489 54.77541),0-34,0-34,40-44,
61728,2656,Vėtrungių g.,39,Fabijoniškės,Vilnius,25.23516,54.73523,Vėtrungių g. 39,POINT (25.23516 54.73523),55-59,0-34,0-34,
22180,332,Medžiotojų g.,16,Antakalnis,Vilnius,25.32175,54.72013,Medžiotojų g. 16,POINT (25.32175 54.72013),45-49,0-34,45-49,
21929,73,Buivydiškių g.,6,Šeškinė,Vilnius,25.23873,54.70985,Buivydiškių g. 6,POINT (25.23873 54.70985),65-69,0-34,0-34,8.0
49110,1623,Korių g.,22,Verkiai,Vilnius,25.34482,54.77407,Korių g. 22,POINT (25.34482 54.77407),0-34,0-34,40-44,
53740,2461,Kelmijos Sodų 51-oji g.,50,Naujininkai,Vilnius,25.25824,54.5952,Kelmijos Sodų 51-oji g. 50,POINT (25.25824 54.5952),0-34,45-49,60-64,
22511,680,Žaliakalnio g.,24,Naujoji Vilnia,Vilnius,25.40039,54.68904,Žaliakalnio g. 24,POINT (25.40039 54.68904),60-64,50-54,0-34,
50268,1754,Babinių Sodų 2-oji g.,4,Verkiai,Vilnius,25.34973,54.77373,Babinių Sodų 2-oji g. 4,POINT (25.34973 54.77373),0-34,0-34,40-44,
24707,754,Gulbinų g.,6,Verkiai,Vilnius,25.32904,54.77769,Gulbinų g. 6,POINT (25.32904 54.77769),0-34,0-34,40-44,
50302,1771,Jorės g.,18,Verkiai,Vilnius,25.35571,54.77168,Jorės g. 18,POINT (25.35571 54.77168),0-34,0-34,40-44,
66957,2713,Mileišiškių Sodų g.,14,Antakalnis,Vilnius,25.34174,54.71335,Mileišiškių Sodų g. 14,POINT (25.34174 54.71335),0-34,0-34,50-54,
49132,1646,Europos Parko g.,202,Verkiai,Vilnius,25.35131,54.80867,Europos Parko g. 202,POINT (25.35131 54.80867),0-34,0-34,45-49,
22367,528,Svajonių g.,30,Antakalnis,Vilnius,25.29908,54.74237,Svajonių g. 30,POINT (25.29908 54.74237),0-34,0-34,35-39,0.0
21997,141,Gelvonų g.,26,Šeškinė,Vilnius,25.25658,54.71512,Gelvonų g. 26,POINT (25.25658 54.71512),60-64,0-34,0-34,8.0
69172,2797,Pijų g.,61,Verkiai,Vilnius,25.29622,54.79677,Pijų g. 61,POINT (25.29622 54.79677),0-34,0-34,40-44,
21950,94,Didlaukio g.,72,Verkiai,Vilnius,25.2706,54.7273,Didlaukio g. 72,POINT (25.2706 54.7273),45-49,0-34,0-34,4.0
22473,641,Čiobiškio g.,12,Šeškinė,Vilnius,25.23651,54.71831,Čiobiškio g. 12,POINT (25.23651 54.71831),50-54,0-34,0-34,6.0
50306,1773,Babinių Sodų 21-oji g.,13A,Verkiai,Vilnius,25.35509,54.76925,Babinių Sodų 21-oji g. 13A,POINT (25.35509 54.76925),0-34,0-34,40-44,
21884,23,Antakalnio g.,66,Antakalnis,Vilnius,25.31269,54.70844,Antakalnio g. 66,POINT (25.31269 54.70844),70-74,0-34,45-49,5.0
21997,141,Gelvonų g.,13,Šeškinė,Vilnius,25.26117,54.71643,Gelvonų g. 13,POINT (25.26117 54.71643),55-59,0-34,0-34,9.0
67009,2735,Arimų Sodų 7-oji g.,4,Naujoji Vilnia,Vilnius,25.4355,54.70676,Arimų Sodų 7-oji g. 4,POINT (25.4355 54.70676),0-34,40-44,0-34,
49106,1621,Jauronių g.,8,Verkiai,Vilnius,25.3602,54.76862,Jauronių g. 8,POINT (25.3602 54.76862),0-34,0-34,45-49,
22322,481,Samanų g.,3,Antakalnis,Vilnius,25.40994,54.72421,Samanų g. 3,POINT (25.40994 54.72421),0-34,0-34,35-39,
21887,26,Apkasų g.,13,Žirmūnai,Vilnius,25.28965,54.70658,Apkasų g. 13,POINT (25.28965 54.70658),70-74,0-34,35-39,5.0
22287,446,Ramunių g.,13,Rasos,Vilnius,25.31225,54.67335,Ramunių g. 13,POINT (25.31225 54.67335),35-39,40-44,60-64,0.0
22105,254,Kremplių g.,29,Verkiai,Vilnius,25.34422,54.76654,Kremplių g. 29,POINT (25.34422 54.76654),0-34,0-34,40-44,
24543,506,Paupio g. (Grigiškės),2,Grigiškės,Grigiškės,25.07627,54.67661,Paupio g. 2,POINT (25.07627 54.67661),65-69,35-39,0-34,
21992,136,A. Kojelavičiaus g.,300,Naujoji Vilnia,Vilnius,25.42781,54.69749,A. Kojelavičiaus g. 300,POINT (25.42781 54.69749),55-59,60-64,0-34,0.0
22200,355,Musninkų g.,12,Šeškinė,Vilnius,25.24037,54.71616,Musninkų g. 12,POINT (25.24037 54.71616),45-49,0-34,0-34,8.0
22513,682,Želvos g.,13,Šeškinė,Vilnius,25.25472,54.70519,Želvos g. 13,POINT (25.25472 54.70519),65-69,0-34,0-34,
55082,2536,Eglinės Sodų 8-oji g.,9,Naujoji Vilnia,Vilnius,25.44782,54.70335,Eglinės Sodų 8-oji g. 9,POINT (25.44782 54.70335),40-44,45-49,0-34,
22182,334,Mielagėnų g.,4,Senamiestis,Vilnius,25.2996,54.67315,Mielagėnų g. 4,POINT (25.2996 54.67315),50-54,60-64,50-54,0.0
21887,26,Apkasų g.,27,Žirmūnai,Vilnius,25.28887,54.70494,Apkasų g. 27,POINT (25.28887 54.70494),65-69,0-34,35-39,6.0
22181,333,Mechanikų g.,31,Naujininkai,Vilnius,25.25287,54.61222,Mechanikų g. 31,POINT (25.25287 54.61222),0-34,40-44,50-54,
50284,1762,Babinių Sodų 10-oji g.,11,Verkiai,Vilnius,25.34907,54.76984,Babinių Sodų 10-oji g. 11,POINT (25.34907 54.76984),0-34,0-34,40-44,
53124,2152,Dvarčionių Sodų 3-ioji g.,36,Antakalnis,Vilnius,25.37776,54.72459,Dvarčionių Sodų 3-ioji g. 36,POINT (25.37776 54.72459),0-34,0-34,45-49,
53692,2437,Kelmijos Sodų 27-oji g.,23,Naujininkai,Vilnius,25.24658,54.59848,Kelmijos Sodų 27-oji g. 23,POINT (25.24658 54.59848),0-34,45-49,55-59,
22338,497,Skudučių g.,6,Rasos,Vilnius,25.30653,54.67217,Skudučių g. 6,POINT (25.30653 54.67217),55-59,55-59,55-59,0.0
50068,1730,Bajorų Sodų 15-oji g.,2,Verkiai,Vilnius,25.25261,54.75962,Bajorų Sodų 15-oji g. 2,POINT (25.25261 54.75962),0-34,0-34,35-39,
21909,51,Baniškių g.,39,Naujoji Vilnia,Vilnius,25.44645,54.69989,Baniškių g. 39,POINT (25.44645 54.69989),50-54,60-64,0-34,0.0
22219,374,Olandų g.,3,Senamiestis,Vilnius,25.30472,54.69257,Olandų g. 3,POINT (25.30472 54.69257),75-79,0-34,45-49,
24686,501,Kauno Vokės g. (Grigiškės),24A,Grigiškės,Grigiškės,25.07427,54.68065,Kauno Vokės g. 24A,POINT (25.07427 54.68065),35-39,0-34,0-34,
21915,57,Belvederio g.,38,Rasos,Vilnius,25.31285,54.67029,Belvederio g. 38,POINT (25.31285 54.67029),45-49,60-64,60-64,
50318,1779,Babinių Sodų 27-oji g.,7,Verkiai,Vilnius,25.35977,54.77083,Babinių Sodų 27-oji g. 7,POINT (25.35977 54.77083),0-34,0-34,45-49,
24569,528,Kovo 11-osios g. (Grigiškės),24,Grigiškės,Grigiškės,25.08761,54.6722,Kovo 11-osios g. 24,POINT (25.08761 54.6722),55-59,35-39,35-39,
22375,536,Taikos g.,207,Justiniškės,Vilnius,25.2133,54.71265,Taikos g. 207,POINT (25.2133 54.71265),35-39,0-34,0-34,7.0
49208,2006,Kryžiokų Sodų 9-oji g.,300,Verkiai,Vilnius,25.36573,54.78035,Kryžiokų Sodų 9-oji g. 300,POINT (25.36573 54.78035),0-34,0-34,45-49,
22481,649,Šarkų g.,16,Rasos,Vilnius,25.31867,54.68573,Šarkų g. 16,POINT (25.31867 54.68573),50-54,35-39,55-59,
21884,23,Antakalnio g.,124,Antakalnis,Vilnius,25.31697,54.72119,Antakalnio g. 124,POINT (25.31697 54.72119),60-64,0-34,40-44,
22211,366,Naujakurių g.,42,Antakalnis,Vilnius,25.32642,54.71895,Naujakurių g. 42,POINT (25.32642 54.71895),45-49,0-34,45-49,
22416,580,V. Kudirkos g.,3,Naujamiestis,Vilnius,25.26519,54.68296,V. Kudirkos g. 3,POINT (25.26519 54.68296),70-74,0-34,0-34,8.0
53398,2290,Vinciūniškių Sodų 10-oji g.,13,Antakalnis,Vilnius,25.3977,54.76188,Vinciūniškių Sodų 10-oji g. 13,POINT (25.3977 54.76188),0-34,0-34,45-49,
50738,1912,Krakiškių Sodų 10-oji g.,6,Verkiai,Vilnius,25.3348,54.79421,Krakiškių Sodų 10-oji g. 6,POINT (25.3348 54.79421),0-34,0-34,40-44,
22469,637,Z. Sierakausko g.,21C,Naujamiestis,Vilnius,25.26291,54.68399,Z. Sierakausko g. 21C,POINT (25.26291 54.68399),55-59,0-34,0-34,
